"X","name","mzmed","mzmin","mzmax","rtmed","rtmin","rtmax","npeaks","NEG","maxint","X200STD_amide23_24DDA100.700_neg01","X200STD_amide23_24DDA100.700_neg02","X200STD_amide23_24DDA100.700_neg03","X200STD_amide23_24DDA100.700_neg04","num.ms1.spec","num.spec","isolation.warning","rt.extended","nhits.reverse_zhulib","hits.reverse_zhulib","nhits.forward_zhulib","hits.forward_zhulib"
1,"M100T691",100.011264951384,100.011098060414,100.011393251308,690.817,690.574,691.248,3,3,419,2801.4486,3492.36573913044,2903.67559999999,3039.53576470588,1,1,FALSE,FALSE,"0","","0",""
2,"M100T441",100.039809196259,100.03978027985,100.04004479709,441.195,440.782,442.003,4,4,785,9472.5891304348,11116.6472258064,12397.522,10072.5066666667,0,0,FALSE,FALSE,"0","","0",""
3,"M100T715",100.039528327863,100.038864508477,100.039649413492,715.456,715.177,716.016,3,3,323,649.095230769232,792.471416666665,978.466090909096,1050.55722222221,0,0,FALSE,FALSE,"0","","0",""
4,"M100T475",100.039792637194,100.039662568697,100.039922705692,475.2965,474.853,475.74,2,2,429,3643.94916666667,6412.05117142857,4775.54933333333,7140.21726315789,0,0,FALSE,FALSE,"0","","0",""
5,"M100T355",100.076450105761,100.075543122455,100.077574683327,355.493,352.192,355.737,4,4,362,1739.77128571428,853.300000000004,846.115000000003,1221.64933333334,0,0,FALSE,FALSE,"0","","0",""
6,"M100T696",100.076000343288,100.075330178067,100.076981943901,696.167,695.891,696.788,3,3,233,842.952000000006,789.943571428566,959.722352941179,776.194105263154,0,0,FALSE,FALSE,"0","","0",""
7,"M101T1229",100.924488057944,100.924466793933,100.924509321954,1228.535,1223.2,1233.87,2,2,982,614.812000000069,712.828571428587,882.991999999881,861.343999999884,0,0,FALSE,FALSE,"0","","0",""
8,"M101T1361",100.932862214373,100.932537125304,100.933086738947,1361.34,1340.28,1378.99,19,2,1607,842.613333333251,2005.87399999996,1937.50333333323,3581.17277777755,0,0,FALSE,FALSE,"0","","0",""
9,"M101T1319",100.932802532418,100.932517109123,100.933022357519,1318.87,1301.14,1336.13,16,2,1728,3605.26666666689,3880.58000000009,4119.0689473685,5241.81583333323,0,0,FALSE,FALSE,"0","","0",""
10,"M101T1293",100.932841793007,100.932355689606,100.932940195301,1292.9,1287.13,1299.66,7,2,1578,4108.25250000012,5576.86142857141,5826.35678571425,7862.50342105257,0,0,FALSE,FALSE,"0","","0",""
11,"M101T1269",100.932770805968,100.932619587873,100.933288899908,1268.8,1249.03,1281.25,12,2,1609,807.333333333582,2677.85999999991,2758.45000000012,5090.93999999993,0,0,FALSE,FALSE,"0","","0",""
12,"M101T1179",100.933106369625,100.924447200536,100.933222047516,1179.45,1177.93,1188.01,3,3,601,193.536000000034,288.959999999966,205.360000000019,211.679999999979,0,0,FALSE,FALSE,"0","","0",""
13,"M101T703",101.023985444649,101.023588357584,101.024304200442,703.274,703.147,703.666,4,4,1187,5876.58050000002,7093.05663999999,7469.27533333333,8134.84356666669,1,1,TRUE,FALSE,"0","","0",""
14,"M101T442",101.023813601426,101.023705034731,101.023978641765,441.964,440.933,442.463,4,4,1243,18114.252,13757.6990769231,21121.1819111111,17950.1574634146,0,0,FALSE,FALSE,"0","","0",""
15,"M101T162",101.039007570537,101.038977808572,101.039037332502,162.486,160.093,164.879,2,2,3722,25685.8968888889,73311.233375,57862.5258749999,35312.4794666667,2,14,TRUE,TRUE,"0","","0",""
16,"M101T131",101.038963732076,101.038962306788,101.039218732089,131.441,125.411,140.966,3,3,3462,86523.03616,77974.9125957447,148527.56635,31345.0300952381,3,17,TRUE,FALSE,"0","","0",""
17,"M101T155",101.059903946162,101.05977480958,101.060097215607,155.2645,145.174,157.37,4,4,6144,187381.739842105,115208.187027027,127944.530181818,377453.113125,0,0,FALSE,FALSE,"0","","0",""
18,"M101T101",101.060033147888,101.060007051238,101.060059244537,100.865,98.257,103.473,2,2,4388,122689.288075,90965.6811428571,109116.388941176,110818.37975,0,0,FALSE,FALSE,"0","","0",""
19,"M102T696",102.055101157446,102.054825088263,102.055173481851,695.9425,695.668,696.951,4,4,1492,6917.54865116279,5366.5145625,6649.66010526314,8002.46883333333,3,2,FALSE,FALSE,"0","","0",""
20,"M102T627",102.054934224792,102.054837017164,102.055532303214,627.263,626.632,627.482,4,4,1143,4576.14442105264,5755.83099999999,5597.6892173913,6690.19399999997,3,9,FALSE,FALSE,"0","","0",""
21,"M102T519",102.055257801903,102.055040653926,102.055329898621,519.4175,518.488,519.782,4,4,1280,9103.84904347825,7706.21088059701,8537.78025,9717.5412857143,3,2,FALSE,FALSE,"0","","0",""
22,"M102T712",102.055325878435,102.055275824197,102.055375932672,712.387,711.737,713.037,2,2,463,2727.06105263158,3234.53166666666,3301.58018750001,3007.95235714285,1,2,FALSE,TRUE,"0","","0",""
23,"M102T659",102.055315768195,102.055197817697,102.055433718693,658.5235,657.974,659.073,2,2,870,3500.97973076922,3873.43875000001,4744.60237500003,3897.00238888887,2,2,FALSE,TRUE,"0","","0",""
24,"M102T1320",102.063543146285,102.063278471507,102.064013843685,1319.73,1312.86,1324.24,5,2,466,1878.10750000005,1211.57999999998,2042.27999999995,3038.47724137932,0,0,FALSE,FALSE,"0","","0",""
25,"M102T1354",102.063558396764,102.063085877007,102.063740128201,1354.49,1345.65,1362.82,5,2,441,149.529999999953,392.376666666703,956.880000000003,596.942222222262,0,0,FALSE,FALSE,"0","","0",""
26,"M102T1338",102.063493335938,102.063295449248,102.063541003054,1337.72,1331.43,1339.16,3,2,480,1336.36344827585,1223.39777777774,1887.71578947372,1588.13999999996,0,0,FALSE,FALSE,"0","","0",""
27,"M102T1373",102.063536835532,102.063422882395,102.063669884845,1372.63,1367.8,1376.06,3,2,420,1718.628,1268.10000000003,886.095000000025,1391.23111111115,0,0,FALSE,FALSE,"0","","0",""
28,"M103T398",102.719274651317,102.71891194074,102.721310675295,398.279,395.985,398.725,3,3,210,899.887500000001,816.319714285717,857.166000000001,849.480750000003,0,0,FALSE,FALSE,"0","","0",""
29,"M103T660",103.002837574381,103.002793299712,103.002889117481,660.109,658.269,661.34,4,4,5198,274361.798510345,306733.777232705,309963.978195122,14213.4900000007,3,2,FALSE,FALSE,"0","","0",""
30,"M103T766",103.002545826913,103.002540685259,103.002753672804,766.473,765.594,767.407,3,3,1175,16648.6144,16014.5645833333,15462.6799545454,16299.2997391305,0,0,FALSE,FALSE,"0","","0",""
31,"M103T157",103.002962674578,103.00295972981,103.003212052384,157.37,149.67,158.869,3,3,1185,9418.57494117647,11156.0311621622,12171.3482,15349.3984247788,0,0,FALSE,FALSE,"0","","0",""
32,"M103T1365",103.039188539662,103.038712717188,103.03960925785,1364.99,1342.39,1378.99,13,4,448,1108.1259259259,885.411428571424,1096.55999999998,1206.26370370367,0,0,FALSE,FALSE,"0","","0",""
33,"M103T397",103.039744904124,103.039696580745,103.039800559524,396.825,396.466,397.209,4,4,65216,262961.073454546,271052.383181818,268727.310090909,265851.05,4,23,TRUE,FALSE,"0","","0",""
34,"M103T704",103.039202680164,103.038875666283,103.03935495785,703.9415,703.207,704.421,4,4,1131,5420.87000000002,5887,6784.1933478261,6522.64269565218,1,2,TRUE,FALSE,"0","","0",""
35,"M103T150",103.05445511023,103.054412924149,103.054497296312,150.4395,149.67,151.209,2,2,40907,1111916.23254783,1117870.72592105,1138962.256,1098807.96648624,2,4,TRUE,FALSE,"0","","0",""
36,"M103T133",103.054675730655,103.054654244246,103.054697217065,133.443,132.711,134.175,2,2,20883,389876.734133333,522089.539276596,444518.74935,421307.980125,2,3,TRUE,FALSE,"0","","0",""
37,"M104T677",104.034773102544,104.034673018493,104.034793718053,676.9885,676.179,677.762,4,4,5706,79064.4590243901,93736.7518139535,103526.434177778,116113.997045454,4,8,FALSE,FALSE,"2","score{0.9962}adduct{(M-H)-}name{L-Serine}labid{S0090};score{0.9956}adduct{(M-H)-}name{DL-Serine}labid{S0040}","2","score{0.9962}adduct{(M-H)-}name{L-Serine}labid{S0090};score{0.9956}adduct{(M-H)-}name{DL-Serine}labid{S0040}"
38,"M104T397",104.042394241813,104.042176220157,104.042616912614,397.132,396.595,397.536,4,4,2643,10841.87475,10496.9755,10683.5734285714,10342.5979285714,0,0,FALSE,FALSE,"0","","0",""
39,"M104T83",104.049528690083,104.049202182935,104.049759758259,82.548,80.868,82.933,4,4,907,2587.26,7208.16342105263,7756.97945454545,6060.51947368421,0,0,FALSE,FALSE,"0","","0",""
40,"M104T145",104.057840897644,104.057736294023,104.058022287844,144.78,140.485,147.24,3,3,2678,80943.4011428571,100905.31162963,95029.105362069,31833.0996363636,0,0,FALSE,FALSE,"0","","0",""
41,"M105T438",105.018784886138,105.018671308386,105.018875253819,438.488,437.572,438.847,4,4,34615,354043.65725,378989.867428572,399603.8688,395959.19208,4,11,TRUE,FALSE,"0","","0",""
42,"M105T537",105.018760551776,105.018666550074,105.018860475551,537.019,535.767,537.937,4,4,13879,190911.505909091,226780.255090909,235273.458,210863.76316129,4,17,FALSE,FALSE,"0","","0",""
43,"M105T678",105.037961261929,105.037729289662,105.037998139329,677.548,676.429,679.678,3,3,285,3716.23846153846,4128.91484444445,4265.51646153845,3770.01857142856,0,0,FALSE,FALSE,"0","","0",""
44,"M105T397",105.043615937002,105.043081096095,105.044182418292,397.132,396.595,397.536,4,4,640,1492.26666666667,1747.12855555556,1703.67172727273,1468.3625,1,3,FALSE,FALSE,"0","","0",""
45,"M106T438",106.022022264111,106.021822124716,106.022235571761,437.6475,437.113,438.847,4,4,1353,10780.8583333333,11976.9908421053,12155.0494545455,13328.7067894737,0,0,FALSE,FALSE,"0","","0",""
46,"M106T536",106.022280271926,106.021841514158,106.022576894852,535.767,535.301,535.807,3,3,553,6938.29056410256,7101.344,4834.50434782608,7748.60443243243,0,0,FALSE,FALSE,"0","","0",""
47,"M106T279",106.02707342025,106.02684221325,106.027685562573,279.137,275.026,281.022,4,4,534,3157.09982608696,2160.00064285715,1936.44384210526,1760.77554545455,0,0,FALSE,FALSE,"0","","0",""
48,"M107T438",107.023660686925,107.023335317957,107.023986055894,437.8775,437.572,438.183,2,2,387,2657.13294444444,3072.92305263158,2906.19315789473,3220.45705,0,0,FALSE,FALSE,"0","","0",""
49,"M107T262",107.035569510688,107.035569260788,107.035684817156,261.9055,261.333,262.393,4,4,1365,16519.3787692308,16400.9417435897,15193.6024137931,15562.6739285714,3,3,FALSE,FALSE,"0","","0",""
50,"M107T55",107.036799419875,107.03630913454,107.037289705209,54.688,51.52,57.856,2,2,665,1782.24861538462,1714.7455,1185.21592307692,3020.79341666667,0,0,FALSE,FALSE,"0","","0",""
51,"M108T1316",108.020792284519,108.020393754442,108.021036870714,1315.57,1299.55,1328.94,19,4,460,673.664999999966,849.038636363642,1503.80684210529,713.789999999981,0,0,FALSE,FALSE,"0","","0",""
52,"M108T1354",108.020687793661,108.020324165729,108.021041979067,1354.49,1335.36,1378.99,23,4,385,911.674500000027,931.404347826107,1144.2696296296,756.58947368418,0,0,FALSE,FALSE,"0","","0",""
53,"M108T1281",108.020751103944,108.020352166547,108.02100418726,1281.255,1266.66,1294.4,14,3,484,1234.28571428574,1243.50347826086,2811.62469696967,1392.83999999998,0,0,FALSE,FALSE,"0","","0",""
54,"M108T68",108.020732749361,108.020612814689,108.020824564099,67.58,57.959,67.744,4,4,7597,63102.3487058823,43284.888,43213.2359259259,41516.5280769231,0,0,FALSE,FALSE,"0","","0",""
55,"M108T1366",108.021126831535,108.021092442448,108.021209390875,1366.36,1351.44,1377.35,5,3,450,701.860499999977,804.599999999994,666.851111111109,609.910714285708,0,0,FALSE,FALSE,"0","","0",""
56,"M108T58",108.044967175872,108.044187114323,108.045029646938,57.8705,52.579,58.085,4,4,42994,183331.839764706,156233.03895,170800.7735,163544.057285714,4,5,TRUE,FALSE,"0","","0",""
57,"M108T212",108.055845072777,108.055573248578,108.055936480306,211.9865,209.997,214.3,4,4,966,16212.1418918919,13741.266,12874.854,12688.046440678,0,0,FALSE,FALSE,"0","","0",""
58,"M109T64",108.690324822034,108.689875548719,108.690904680585,64.275,55.819,68.834,3,3,1035,2310.08181818182,823.849250000001,975.600000000002,1193.82545454546,0,0,FALSE,FALSE,"0","","0",""
59,"M109T270",108.900389860975,108.900037654036,108.900742067915,270.153,269.273,271.033,2,2,285,0,2161.59726315789,1523.34857142857,1737.46983333333,0,0,FALSE,FALSE,"0","","0",""
60,"M109T66",108.995636573737,108.995383852569,108.995862576131,66.052,65.345,68.834,4,4,1169,4814.654,2926.9642,2500.003,820.178357142858,1,10,TRUE,FALSE,"0","","0",""
61,"M109T67",109.029070789737,109.028822001949,109.029286118827,66.5245,57.959,67.605,4,4,122802,652861.4016,378095.06,388966.50055,368759.6088,4,9,TRUE,FALSE,"2","score{0.9656}adduct{(M-H)-}name{Pyrocatechol}labid{S0325};score{0.9434}adduct{(M-H)-}name{1,4-Dihydroxybenzene}labid{S0324}","2","score{0.9635}adduct{(M-H)-}name{Pyrocatechol}labid{S0325};score{0.9313}adduct{(M-H)-}name{1,4-Dihydroxybenzene}labid{S0324}"
62,"M109T98",109.028730197386,109.02868086969,109.028779525083,98.258,98.073,98.443,2,2,3403,38910.8468571429,58928.5163571428,56852.7247241379,65673.0886451613,3,15,TRUE,TRUE,"1","score{0.9752}adduct{(M-H)-}name{Pyrocatechol}labid{S0325}","0",""
63,"M109T58",109.047907743605,109.047621706491,109.048492340986,57.8705,51.52,58.085,4,4,2405,8893.50733333333,7480.37,11146.1024444444,10018.1563333333,0,0,FALSE,FALSE,"0","","0",""
64,"M110T385",109.990825819069,109.990655973936,109.991134016871,384.7205,384.276,386.57,4,4,817,1930.7632,2732.78,2610.465,2661.73033333334,2,6,TRUE,FALSE,"0","","0",""
65,"M110T321",110.036014233879,110.035891398298,110.036133994869,321.3265,320.93,321.629,4,4,68788,638412.846320001,283434.60425,285995.207333333,271874.89776,4,39,FALSE,FALSE,"1","score{0.9446}adduct{(M-H)-}name{Cytosine}labid{S0041}","1","score{0.9442}adduct{(M-H)-}name{Cytosine}labid{S0041}"
66,"M110T172",110.035366099162,110.035109232603,110.035888367755,172.319,169.252,173.228,4,4,25703,252270.725,191407.31544,195971.41536,189746.055333333,4,3,TRUE,FALSE,"1","score{0.844}adduct{(M-H)-}name{Cytosine}labid{S0041}","1","score{0.8393}adduct{(M-H)-}name{Cytosine}labid{S0041}"
67,"M110T67",110.031984066209,110.031595322573,110.032281157823,67.035,57.959,67.744,4,4,7667,38345.9716666667,25281.0790280374,25019.5528,24505.6981764706,2,15,TRUE,TRUE,"0","","0",""
68,"M111T272",110.898116331025,110.897906531769,110.898128200753,272.112,269.273,273.183,3,3,254,51.5830588235294,1376.5907368421,1388.09411111111,1477.70931578947,0,0,FALSE,FALSE,"0","","0",""
69,"M111T56",110.97537465453,110.97524244749,110.975760584753,55.756,50.429,55.985,4,4,226020,877817.859862069,853777.022857143,757977.143931035,858691.220971428,0,0,FALSE,FALSE,"0","","0",""
70,"M111T634",110.984601079872,110.984460661687,110.9850886955,633.6275,632.991,633.861,4,4,6843,27164.0367692308,30299.4718571428,29064.7153125001,36058.5347692306,0,0,FALSE,FALSE,"0","","0",""
71,"M111T797",111.008209621899,111.007835495385,111.008810340075,797.2115,796.812,797.599,4,4,1503,7663.44577777779,7670.83070588236,9278.20941666668,10123.0232608695,3,6,FALSE,FALSE,"0","","0",""
72,"M111T626",111.007996459993,111.007773228145,111.008589238221,626.3865,625.572,627.105,4,4,596,5476.8525,6181.2225,5148.06417857143,5747.02339130433,2,8,FALSE,FALSE,"0","","0",""
73,"M111T70",111.008174631378,111.007880559896,111.008355830431,69.8395,62.329,70.805,4,4,18589,42369.45,54489.1113157895,47412.8870769231,52902.1257142857,4,9,TRUE,FALSE,"1","score{1}adduct{(M+Na-2H)-}name{Dihydroxyacetone}labid{L0351}","0",""
74,"M111T577",111.008409574327,111.008055336102,111.008763812553,577.4545,576.744,578.165,2,2,232,1523.8129090909,1421.20750000001,824.676842105262,963.651499999997,2,2,FALSE,TRUE,"0","","0",""
75,"M111T1367",111.019245644164,111.018951260007,111.019462402893,1366.735,1356.83,1379.15,8,2,562,1450.52142857141,823.499999999979,1650.38823529413,1508.89761904761,0,0,FALSE,FALSE,"0","","0",""
76,"M111T390",111.019352776001,111.019099209238,111.019616084918,390.1505,389.616,390.85,4,4,10187,61500.5444166667,80232.6523750001,76396.3296666667,76595.25848,4,2,FALSE,FALSE,"1","score{0.9313}adduct{(M-H)-}name{Uracil}labid{S0002}","1","score{0.9313}adduct{(M-H)-}name{Uracil}labid{S0002}"
77,"M111T1296",111.019342685126,111.007833267887,111.019525447359,1295.585,1273.05,1313.43,10,2,584,1166.43800000001,1982.75185185191,1126.08000000002,96.2980000000108,0,0,FALSE,FALSE,"0","","0",""
78,"M111T262",111.019321715478,111.008007094783,111.019438129408,261.674,250.403,264.297,3,3,4085,57639.9703703704,36364.5991578947,32286.7481481481,22845.1995,4,1,FALSE,FALSE,"1","score{0.996}adduct{(M-H)-}name{Uracil}labid{S0002}","1","score{0.996}adduct{(M-H)-}name{Uracil}labid{S0002}"
79,"M111T65",111.032875550042,111.031746886535,111.03387321318,65.345,59.059,66.634,3,3,18589,1246.19733333333,58807.5701538462,1722.91521428571,1618.64935714286,1,9,TRUE,FALSE,"0","","0",""
80,"M111T321",111.03825440557,111.038216286305,111.038308929713,321.3265,320.93,321.629,4,4,2490,23741.0073076923,11955.21665,11991.1066956522,11527.8894347826,0,0,FALSE,FALSE,"0","","0",""
81,"M111T173",111.038486076424,111.038295211115,111.038565608629,172.7435,169.252,173.459,4,4,953,9334.75375,8429.81922222222,9117.05520000001,10130.8057142857,0,0,FALSE,FALSE,"0","","0",""
82,"M112T775",111.946352244367,111.946001340996,111.946756997913,775.3075,775.033,775.966,4,4,407,1852.992,1992.341,2454.90991304349,1677.65066666666,0,0,FALSE,FALSE,"0","","0",""
83,"M112T56",111.946200402606,111.945896690564,111.946387359562,55.776,55.736,55.985,3,3,4492,16641.9697,20557.5986,18593.357,22004.1153333333,1,7,FALSE,TRUE,"0","","0",""
84,"M112T1378",111.94687202425,111.946759639386,111.946984409115,1377.605,1375.89,1379.32,2,2,382,429.754285714274,121.437500000004,117.911249999988,352.731428571421,0,0,FALSE,FALSE,"0","","0",""
85,"M112T1243",111.946888079996,111.946878275114,111.946897884878,1243.19,1238.76,1247.62,2,2,346,298.886666666649,132.840000000013,157.958888888901,316.409999999984,0,0,FALSE,FALSE,"0","","0",""
86,"M112T404",111.97030629545,111.970008371026,111.970832366414,404.3095,403.975,405.758,4,4,436,732.427875,1649.725,1458.21428571429,1487.805,0,0,FALSE,FALSE,"0","","0",""
87,"M112T55",111.977773836085,111.976397008997,111.978714656447,54.915,50.429,55.776,3,3,3072,10617.7406666667,12249.2556,9648.90000000001,9931.43857142857,0,0,FALSE,FALSE,"0","","0",""
88,"M112T70",112.011603127251,112.011158615733,112.012047638768,70.3595,69.914,70.805,2,2,2127,5765.408,12319.0771612903,3664.18160869565,3235.67115789474,0,0,FALSE,FALSE,"0","","0",""
89,"M112T390",112.022187647075,112.022050150262,112.023395674002,390.1505,389.769,390.686,4,4,518,2238.16121052632,3688.619,2894.00257142857,3432.2985,0,0,FALSE,FALSE,"0","","0",""
90,"M112T427",112.039753237684,112.038823139745,112.040248395569,426.759,425.783,427.127,4,4,1861,10177.106,9650.90704225352,10770.7419078947,6514.17965217391,1,3,FALSE,FALSE,"0","","0",""
91,"M112T278",112.050988451309,112.050611436632,112.051224573678,277.547,276.086,277.843,4,4,8157,89539.76108,59011.5737593985,53045.6732019231,52002.8677840909,4,18,FALSE,FALSE,"0","","0",""
92,"M113T741",112.936432592896,112.936068977553,112.93646826392,740.82,740.538,741.124,4,4,2387,7455.07831818179,10849.3639047619,11446.9755789474,14839.2725333333,0,0,FALSE,FALSE,"0","","0",""
93,"M113T96",112.936414606333,112.936199406362,112.936592365513,96.117,88.643,97.073,3,3,2628,6667.91999999999,35868.9511111111,36847.78475,84010.3407311828,1,8,TRUE,TRUE,"0","","0",""
94,"M113T148",112.936510409173,112.936276574312,112.936744244035,147.5715,142.834,152.309,2,2,1729,8377.76756250002,17102.1561724138,18680.2092,27769.5091162791,1,8,TRUE,TRUE,"0","","0",""
95,"M113T56",112.970888204917,112.970431403364,112.971311041389,55.756,50.429,55.985,4,4,7595,30490.6627777778,30746.5372727273,31855.9084375,31865.7004,0,0,FALSE,FALSE,"0","","0",""
96,"M113T1365",113.023396632176,113.023205593517,113.023542464289,1365.45,1353.22,1375.38,8,3,1638,919.536923076886,6260.24079999999,872.480000000004,804.646818181824,0,0,FALSE,FALSE,"0","","0",""
97,"M113T876",113.02351870083,113.023398125893,113.02394100158,875.8515,875.087,877.25,4,4,1100,4141.59685714286,4383.69441818182,5784.72681818182,5293.98187500002,1,4,TRUE,FALSE,"0","","0",""
98,"M113T1372",113.023813493092,113.023607994259,113.024044964453,1371.55,1356.11,1377.52,7,3,1637,780.985000000023,5003.12761904761,730.031818181785,622.35444444445,0,0,FALSE,FALSE,"0","","0",""
99,"M113T433",113.034914781895,113.034807587678,113.035501671894,433.475,433.262,433.893,4,4,5281,14140.077923077,15147.3368888889,14771.338907563,12246.7187142857,4,3,TRUE,FALSE,"0","","0",""
100,"M113T1347",113.023764524148,113.023666241665,113.023814642773,1347.28,1345.47,1348.73,3,2,1807,9624.20538461525,9887.42899999973,1786.59824561403,829.555833333319,0,0,FALSE,FALSE,"0","","0",""
101,"M113T506",113.034746789761,113.034592041764,113.03482999993,505.848,505.812,506.759,3,3,2270,7345.74479999999,9887.2242857143,16944.008,7015.45016666667,3,9,TRUE,FALSE,"0","","0",""
102,"M113T753",113.035073464809,113.034992178112,113.035154751506,753.1845,752.765,753.604,2,2,503,8543.76883333333,1944.11657142857,2078.47343478261,9271.75679999999,0,0,FALSE,FALSE,"0","","0",""
103,"M113T275",113.054092336341,113.053935834895,113.054731794744,275.3745,274.292,276.542,4,4,412,4161.33064285714,3013.95086956522,1624.22857142857,1936.750375,0,0,FALSE,FALSE,"0","","0",""
104,"M114T753",114.018896336574,114.018729901037,114.01896371609,752.6445,751.904,753.438,4,4,2205,14519.1485217392,16048.0817391305,16008.7723478261,16804.6215217392,4,12,FALSE,FALSE,"0","","0",""
105,"M114T385",114.023879497494,114.023215476917,114.024183061886,384.558,382.605,386.416,4,4,268,1790.1288125,2690.95432258064,2224.56,1544.04946666666,0,0,FALSE,FALSE,"0","","0",""
106,"M114T303",114.029743430732,114.029721246154,114.029991024111,302.924,302.567,303.424,3,3,229,2013.02189473684,1834.9428125,1737.78731578947,1409.894375,0,0,FALSE,FALSE,"0","","0",""
107,"M114T432",114.038424528664,114.038077293381,114.038719171503,432.373,432.192,433.507,3,3,473,603.419999999997,731.880000000003,1167.09725,679.073357142857,0,0,FALSE,FALSE,"0","","0",""
108,"M114T540",114.05539739113,114.055275535906,114.055847540874,539.931,539.797,541.117,4,4,1436,8658.00263636366,10466.937,9249.69684848484,9188.64391999999,3,4,FALSE,FALSE,"0","","0",""
109,"M115T722_1",114.644521059078,114.644102104836,114.644940013319,722.0905,721.815,722.366,2,2,268,2645.62891304348,1411.272375,2635.5508,2745.49210526316,0,0,FALSE,FALSE,"0","","0",""
110,"M115T671",115.003169364849,115.003076125816,115.003227366732,671.2005,670.939,671.769,4,4,24415,76791.817,109412.35568421,121898.242782608,120731.043590909,4,8,TRUE,FALSE,"0","","0",""
111,"M115T722_2",115.003282608472,115.003138708812,115.003383440719,722.491,721.137,722.865,4,4,59462,588740.675399999,657680.162206897,655835.439448276,734321.201586208,4,5,TRUE,FALSE,"0","","0",""
112,"M115T367",115.002963768727,115.002890145738,115.003367471403,366.5075,366.087,367.271,4,4,1683,8320.44013636363,8119.23885714286,7037.68835,7313.72100000001,1,1,TRUE,FALSE,"3","score{0.9975}adduct{(M-H)-}name{Maleic acid}labid{S0004};score{0.9402}adduct{(M-H)-}name{Fumarate}labid{S0003};score{0.8537}adduct{(M-H2O-H)-}name{L-Malic acid}labid{S0011}","3","score{0.9975}adduct{(M-H)-}name{Maleic acid}labid{S0004};score{0.9402}adduct{(M-H)-}name{Fumarate}labid{S0003};score{0.8537}adduct{(M-H2O-H)-}name{L-Malic acid}labid{S0011}"
113,"M115T84",115.002974756301,115.002468697524,115.003505084076,84.1385,74.378,85.074,4,4,1700,7027.89818181818,11629.2749189189,8878.49939130435,8413.45077272727,0,0,FALSE,FALSE,"0","","0",""
114,"M115T819",115.003024363841,115.002769349497,115.003164053712,819.03,818.334,820.766,3,3,8423,153826.23125,197331.904758621,25350.890875,172302.726298851,4,2,TRUE,TRUE,"0","","0",""
115,"M115T634",115.014215922626,115.01398038078,115.014496730831,634.293,633.78,634.931,4,4,1549,8447.52166666669,9774.3948888889,8652.14715789476,10003.939,4,1,TRUE,FALSE,"0","","0",""
116,"M115T383",115.019954929248,115.019672801051,115.020283954302,383.411,382.605,385.5,4,4,1069,7516.48168181818,8307.18852173914,8088.74465000001,8355.37858064516,0,0,FALSE,FALSE,"0","","0",""
117,"M115T1376",115.039281390732,115.039083159965,115.039398352404,1375.53,1369.44,1378.99,5,2,824,1897.66222222221,2384.33608695646,2109.5999999999,2136.60000000008,0,0,FALSE,FALSE,"0","","0",""
118,"M115T1358",115.039381438001,115.039046855855,115.039715653163,1357.715,1353.93,1362.44,4,2,920,3320.57142857143,838.240000000006,1986.77368421044,1859.77263157898,0,0,FALSE,FALSE,"0","","0",""
119,"M115T114",115.075643021973,115.075439495935,115.075674880481,114.282,109.996,115.362,3,3,14188,247500.187030303,192125.616,188008.27047619,188131.948666667,2,8,TRUE,FALSE,"0","","0",""
120,"M115T457",115.086566837371,115.086244566136,115.087725292004,457.1135,456.372,457.442,4,4,910,3832.10999999999,3890.13833333331,3995.23333333333,3155.35999999999,3,1,TRUE,FALSE,"0","","0",""
121,"M115T426",115.086903396737,115.086315023064,115.087165397183,426.0305,425.783,426.444,4,4,4351,12709.5033846154,14177.3185384616,11740.7057142857,13412.1875,3,1,TRUE,FALSE,"0","","0",""
122,"M116T96",115.919816508101,115.919777359579,115.919922437718,95.973,95.893,96.243,3,3,2855,50031.3991111111,46901.5749142857,39818.3192142857,42181.1111428571,0,0,FALSE,FALSE,"0","","0",""
123,"M116T50",115.919706284622,115.919573449126,115.919908204225,50.326,49.216,50.575,3,3,4589,45697.7396363636,42759.6572857143,83592.8047272727,44374.4795454545,0,0,FALSE,FALSE,"0","","0",""
124,"M116T671",116.006173466282,116.005931252672,116.006887635899,671.2005,670.939,671.769,4,4,1196,3987.172875,4162.797,5199.54953846156,5196.91350000001,0,0,FALSE,FALSE,"0","","0",""
125,"M116T722",116.006092994352,116.005987372909,116.006446246978,721.6905,721.137,722.366,4,4,2788,26539.6208275862,27492.7950769231,29767.79624,31158.5176000001,0,0,FALSE,FALSE,"0","","0",""
126,"M116T229",115.998377876597,115.997914237492,116.003099232268,228.804,222.686,232.829,3,3,698,8410.98936842105,6366.07448275862,3194.84957142857,16460.6502906977,0,0,FALSE,FALSE,"0","","0",""
127,"M116T201",116.034859008372,116.034322195228,116.035218794224,200.957,199.937,204.516,3,3,648,11348.8995555556,4194.60878571429,4275.38222222222,3895.2506,0,0,FALSE,FALSE,"0","","0",""
128,"M116T363",116.049932718012,116.049793901116,116.050558041239,363.297,362.971,363.947,4,4,939,6785.70137500001,5111.37341176471,4832.275,4806.76386666666,4,17,FALSE,FALSE,"1","score{0.9997}adduct{(M-H)-}name{Indole}labid{S0044}","0",""
129,"M116T683",116.070865392721,116.070685386618,116.071130397018,683.1045,682.636,683.322,4,4,1380,7883.36812499999,8734.50135999997,10359.4606956522,8296.40624999998,3,4,FALSE,FALSE,"0","","0",""
