name,mz,rt,adduct,X200STD_amide23_24DDA100.700_neg01,X200STD_amide23_24DDA100.700_neg02,X200STD_amide23_24DDA100.700_neg03,X200STD_amide23_24DDA100.700_neg04
M442T926,442.0169843708,926.379,[M-H]-,38400.6999215686,55296.1467222222,64156.4448,64545.4306478873
M448T343,448.306856597562,342.832,[M-H]-,1706.42205263158,1246.29528571429,1320.1314375,1268.04956862745
M455T711,455.097969272648,710.7725,[M-H]-,87999.6752000001,115876.832884615,127182.560923077,124680.671166666
M455T737,455.098643802106,736.7145,[M-H]-,499347.839178572,620229.277481482,673238.487076922,712981.324192309
M459T742_1,459.020974011584,741.5945,[2M-H]-,3597.6271111111,5126.61458823531,6811.42975280899,6005.73621052633
M464T424,464.301632794405,423.8805,[M-H]-,102929.728533333,113430.922,112671.31662069,108083.621793103
M466T913,465.982851194076,912.8095,[M-H]-,44720.3809166666,59772.7881428571,67804.091310345,66528.4647857141
M473T443,473.165139085851,442.6925,[2M-H]-,18819.0629642857,23768.2568275862,24340.353972973,25903.5702857143
M482T929,481.978278341872,929.079,[M-H]-,75697.8570666668,138919.232307692,169920.926384616,172100.458461539
M487T804,487.100494645635,804.346,[M-H]-,2962.30283333333,3672.67004081633,3636.84400000001,3600.28786363638
M488T911,487.96485548662,911.4455,[M+Na-2H]-,7048.42109090909,8878.71138461536,10528.4791111111,9813.59733333333
M498T41,498.29858696446,40.986,[M-H]-,6139.81638709677,8291.62285714285,4125.0224,2879.03261538461
M504T929,503.960584515737,929.079,[M+Na-2H]-,14878.9372307692,18438.10356,20920.34,21442.3610400001
M505T591,505.155941570588,590.824,[2M-H]-,108269.167419355,74727.2406000002,71914.4700000002,80887.4589714287
M506T892,505.988865021809,891.5425,[M-H]-,22807.8123777778,34493.7516,43623.2338235295,41755.5776428572
M506T928,505.988653180085,928.0635,[M-H]-,18418.2665142857,28699.3287999999,33768.7826,32350.9985333333
M515T135,515.16377727627,135.148,[2M-H]-,16177.7923076923,12193.7816666667,11006.0048181818,24442.3563243243
M515T114,515.163145499149,114.282,[2M-H]-,10326.4766,11857.77,10126.1066111111,10871.8736
M527T369,527.215300747855,368.6865,[2M-H]-,2278.16616666668,1906.74,1475.975,1658.116
M547T804,547.122200793509,804.346,[M+CH3COO]-,1325.61000000001,1711.90000000001,1702.07825,1897.94833333333
M558T763,558.0669166449,763.127,[M-H]-,1659.18627906977,1256.283,1324.2060952381,1155.50181818182
M561T216,561.219277957055,216.483,[2M-H]-,4662.65085,3771.963,2789.733,3746.7012
M565T807,565.048277645673,806.518,[M-H]-,4843.00189999999,6235.06339999999,6347.59270588232,6064.51729411762
M568T98,567.537562880182,98.163,[2M-H]-,1231.57,1237.928,1278.72,1653.43285714286
M579T875,579.030804407003,875.2915,[M-H]-,157906.2638,227695.817904761,281203.854439024,291754.978238096
M579T959,579.158115885389,958.546,[M-H]-,505.287794871789,1042.47024,901.335571428575,1370.64392307692
M579T297,579.173507168756,296.8055,[M-H]-,54957.4946666668,49889.8425,50639.9168571428,49374.5245714286
M579T315,579.173148980266,315.3895,[M-H]-,124503.426391304,55673.9819999999,57364.0844761906,50671.5474285715
M588T826,588.076099569673,826.3295,[M-H]-,14788.3868571429,15982.5666,13804.6931304348,16045.3153913043
M601T876,601.011002195985,876.1685,[M+Na-2H]-,9267.7007647059,9445.90281249995,11581.4570588236,10800.9311111112
M609T390,609.150341686594,389.841,[M-H]-,723.035999999997,946.959999999999,978.287999999995,859.950000000001
M611T924,611.146204567455,923.8785,[M-H]-,71925.4076153849,119078.636173913,117499.983,123894.333307692
M613T801,613.141351715367,801.0375,[M-H]-,9564.50868421058,9665.37564705883,9666.36529411764,9738.92461111112
M662T795,662.104831287459,795.0715,[M-H]-,2440.42623076924,2678.70830769231,2792.8992173913,3218.70456
M663T805,663.088510319257,805.251,[M-H]-,1548.87514285715,2123.50258823529,2247.44886956522,3277.55621739131
M664T724,664.118058832624,724.493,[M-H]-,1074.38335714285,1443.68214285714,1294.58,1454.71583333333
