name,mz,rt,X200STD_amide23_24DDA100.700_neg01,X200STD_amide23_24DDA100.700_neg02,X200STD_amide23_24DDA100.700_neg03,X200STD_amide23_24DDA100.700_neg04
M171T1317,171.06640983456,1317.2,892.025238095221,59025.0405405413,1142.95266666668,1848.47872340426
M171T1303,171.066277759126,1303.08,1261.77187499998,27923.7847058816,150.696666666659,28069.2141176467
M171T1268,171.066285025226,1268.21,724.934736842069,24998.596874999,3248.28,721.731764705874
M171T1363,171.066216688418,1363.345,1098.69807692309,41906.4246153853,39255.4166666663,996.299999999993
M171T1342,171.066208509043,1341.91,847.032727272722,34615.4399999997,35218.6199999997,858.75130434780306
M171T1215,171.066225349726,1215.315,140.414999999959,894.155199999974,15284.6930769228,14572.3500000008
M171T1259,171.102402423033,1258.87,31237.2666666663,6747.14285714286,33413.2200000003,7756.92400000002
M171T1041,171.102083870685,1040.85,3002.36733333337,1419.10000000001,3369.64749999986,976.388571428545
M171T1101,171.102241054004,1101.33,2309.36999999978,215.759999999962,2602.603846154,1641.27052631578
M171T1175,171.10214018,1175.21,15001.3616666665,3055.90133333319,15977.7916666665,4749.32399999992
M171T1293,171.102340920424,1293.25,23829.0780000002,1078.14000000046,24965.6040000003,10337.8596774193
M171T1062,171.102231605607,1062.27,2727.74769230751,179.355000000084,2705.77230769246,1736.38800000003
M171T1014,171.102369888144,1013.62,3354.31529411761,1431.31449999998,4219.77149999998,1564.85454545456
M171T1224,171.102315533866,1224.08,17528.0159999992,5301.64799999997,18774.5433333324,3131.79999999986
M171T1079,171.101913540552,1078.82,3810.80315789458,1700.80416666669,4228.80149999995,1127.2470588236
M171T21,171.102368092916,21.355,22805.1072,5070.12938461539,6978.568,24567.7444
M171T1123,171.101889560746,1123.235,8348.53209302319,4270.52877192986,7818.12000000002,1474.79285714278
M171T1202,171.102067891744,1201.895,13415.5338461538,2482.03100000003,15438.9085714276,4458.75999999991
M171T1352,171.102244946509,1352.23,43860.4262068966,12795.1430303027,48273.9310344828,9890.64000000026
M171T1329,171.102479112242,1329.28,36153.832608696,6097.32500000015,37533.1413043486,11481.4678125003
M171T985,171.102143527046,984.9265,4868.04583333325,1806.35629166665,5308.65749999992,1872.74096000003
M171T1378,171.102510512893,1377.5,11974.8599999999,1974.42000000007,0,4714.77083333353
M171T1311,171.102242051215,1310.72,70704.3013043469,22841.7387692308,74125.5930434797,9859.69241379312
M171T347,171.101983359604,346.573,17725.542,7642.46,16542.017826087,3360.19233333333
M171T959,171.102067072761,959.4395,12549.0772131149,5895.9251,13742.3075555556,3820.99430434784
M171T281,171.102118618347,281.2665,75472.5169523809,22365.7631666667,73936.9509545454,22437.709
M171T253,171.101915853851,253.16,107622.22212,29454.56,100913.905028571,28789.8395
M171T870,171.102306620457,869.8065,39534.3096296295,10077.28605,41090.8873461538,18530.8506923077
M171T766,171.102150081481,766.143,36311.7544347826,10179.794368421,39291.2079999999,14857.0033103448
M171T452,171.102341566904,452.1665,50489.9026923076,12700.2435,53170.6346666667,22165.5596756757
M171T516,171.10185305117,515.883,42080.172275862,16762.6618148148,42681.4362413793,13555.6437391304
M171T941,171.102300656786,941.072,19235.3399999999,5309.83818181815,20564.2574999999,8447.69786363637
M171T689,171.102193283825,688.8925,26460.8293181818,8887.27517647057,26794.533,9407.89464999998
M171T366,171.102262490126,365.762,42398.361,13426.2912631579,41765.5201764705,13430.114
M171T388,171.102263083842,387.7985,40139.0207368421,11706.0019411765,40432.8200000001,16041.028
M171T478,171.102157219319,478.313,19719.4609090909,2651.01400000001,21549.1367000001,11836.9531578947
M171T807,171.102270965508,807.411,66200.2593,30996.4046557377,69083.4291874999,14769.55025
M171T141,171.102145593747,140.555,718134.644468468,277186.086772727,703362.764680328,213828.661534091
M171T577,171.102353766249,577.092,43661.2669473683,13294.5812307693,48753.4983157895,19174.5204888889
M171T417,171.102146150788,416.639,46811.584,22433.4192727273,47715.7810434783,9765.07837499998
M171T625,171.102414112828,625.3115,58115.373,15879.7471724138,62064.145948717996,25091.1659565218
M172T318_1,171.559141884119,318.18,1613.71935,1235.14416666667,1047.23060869565,1775.66225925926
M172T568,171.873482486218,567.7515,8943.78575675678,13610.9452592593,9518.06697368421,4320.03799999999
M172T750,171.873811449076,750.0585,8104.01729032258,7713.71806666667,9995.723375,9579.14170588236
M172T623,171.87353436513,623.2015,7068.18247826087,5782.79336842105,7932.21147826085,9311.83434482759
M172T538,171.873280236645,537.7815,9862.65741176474,10362.0046428571,10170.2348235294,10469.9120740741
M172T476,171.873581993562,475.5055,12563.3814666667,11562.0012972973,13906.5333333333,11923.8674285714
M172T696,171.873505687772,696.4625,5674.29389473683,5660.48426086957,6276.29411111112,5310.90466666666
M172T672,171.873207650568,671.9985,4617.60741176471,4397.21765000001,5319.70711764707,5404.02655555554
M172T384,171.946380272116,383.946,5479.8552,1760.77352173913,1211.52978947369,5143.007
M172T780,172.009532259659,780.4525,2060.70857142857,2669.60478260869,2756.96095652174,2844.67085714285
M172T54,172.014207899647,53.586,963.676,1428.975,860.009999999999,1745.15616666667
M172T263,172.020809714097,262.985,3201.93045454546,8287.9067142857,9072.90937500001,9242.258875
M172T63,172.039864692889,63.337,9725.12921212121,8999.87177777778,9912.39430769231,9390.14144
M172T214,172.036288597611,213.7905,16874.9640909091,15966.7221212121,10938.67,10717.8143333333
M172T205,172.055495602341,204.516,8365.68777777778,5397.68517857143,41341.378025974,5324.33405797101
M172T318_2,172.098223342586,317.95,950191.714594594,517715.889185185,510571.719428571,448295.424071429
M172T1289,172.105658767906,1289.085,231.609999999988,1267.13785714284,2935.4399999998,2923.43785714287
M172T1262,172.105657340466,1262.3,969.401818181825,1005.59545454541,3866.58380952379,3685.51619047618
M172T1320,172.10562134637,1320.22,1156.07565217393,1113.75409090903,4294.54772727278,4442.82285714306
M172T1361,172.10549546638,1361.27,1570.58275862075,867.654117647038,4306.24090909097,4384.62954545462
M172T210,172.116231300565,209.666,15291.483,11172.7389166667,11184.0945416667,15983.8142195122
M172T62,172.142112339514,61.62,69397.4397142857,84644.6821386139,35998.7804615385,45875.751
M173T336,172.829773012158,336.224,68.316,1585.7925625,1846.90445454546,1559.17564705882
M173T39,172.990335662945,39.1715,9617.0256,7935.69345454545,10915.5375,7822.16231428571
M173T284,172.986899299753,284.202,29727.785,835.968888888889,1756.13542105263,1353.82053608247
M173T273,173.004343645117,273.1925,5132.05255813954,34677.9561739131,38886.8,38649.8526666667
M173T797,173.008955945448,797.4935,25151.7365,29918.8644782608,34761.2389677419,32211.8557391305
M173T348,173.035161895122,348.344,70462.3934999999,190836.392496644,199788.887189024,130119.012686274
M173T309,173.040318482527,309.082,64716.1184864865,28941.7395,25456.9513043479,1654.02675
M173T550,173.056421464567,549.642,1824.76,1550.78,1808.26577777778,1596.19111764706
M173T74,173.070868609113,74.145,14162.4588,7901.3545,10798.5926060606,6021.28864285715
M173T857,173.103587300356,856.665,1705.3124375,2427.178,2288.55419047619,2501.86763636364
M173T318,173.100774559902,317.95,73615.4105945945,42899.2371428571,41035.5011785714,38931.8640357143
M173T72,173.117924565317,71.9945,18175.1138181818,24414.6330816326,15883.5201904762,13674.9357142857
M174T56,173.969891491759,55.776,4770.984,3926.780125,4029.1,4505.77
M174T383,174.001498629139,382.9055,5321.129,3539.74250000001,3953.33009090909,3852.6848
M174T316,174.001835228781,316.04,11462.7156666667,9521.146875,8906.64672727272,10626.8960408163
M174T797,174.012399943806,797.235,2513.4784516129,2622.34917391304,2394.07711764706,2854.64076923077
M174T273,174.007497195276,272.6475,11308.7175,2476.45155555556,2932.67421428571,2080.547
M174T364,174.018999224111,364.041,9957.14199999999,7161.777,7546.873125,9552.48082608697
M174T524,174.020132355536,523.638,27618.8901981982,7674.17459770115,14258.741648855,27169.21005
M174T293,174.02258002474,293.1665,18001.0909375,11777.5059393939,7294.0985,11282.1197407407
M174T708,174.040303858444,707.559,4498.41562500001,10503.3872,3854.90723809525,9280.4194
M174T727,174.051497369363,727.3515,4097.89847999999,5789.433875,5367.89733333333,5812.90792000001
M174T628,174.051487701157,628.165,2228.57771428571,5897.46849999999,2103.01733333334,2306.85889473684
M174T60,174.055751623578,60.139,8712.00814814815,6671.29240909091,6324.32873333333,7376.96995454545
M174T420,174.057673132176,420.034,908.461111111108,801.430000000001,1146.41071428571,658.818749999999
M174T332,174.058939392638,331.689,5741.11881081081,2407.64,2233.18818181818,2732.1125
M174T328,174.07997041862,327.861,1057.68133333333,2189.47800000001,1924.4073,637.764444444444
M174T703,174.088454388803,702.8715,6517.14240000002,6931.764,8478.2050909091,7332.6303448276
M174T318,174.102426485983,317.5295,7593.81117241379,4943.32947826087,4231.69708695652,4371.62307407407
M174T753,174.48844076042,753.1015,4851.1297142857,5319.19180000001,5062.48700000001,3780.35616666666
M174T635,174.49930251276,634.85,1409.628,947.180111111105,1543.49045454547,1576.73818181819
M175T1175,174.900809450162,1175.17,1233.01848484852,1351.2085714286,800.887500000024,1826.74586956524
M175T782,174.946516474081,782.134,69542.29216,77227.8293684211,101078.646177419,107357.577797101
M175T1036,174.946866667411,1036.47,1188.0619999999,2079.03571428547,2033.01818181813,2137.71428571402
M175T1064,174.94650090426,1064.04,997.939999999923,886.925000000124,1116.66599999992,1018.00799999993
M175T1124,174.953880111822,1124.35,1094.98666666669,492.776666666676,851.957999999943,1821.54799999986
M175T266,174.963581369672,265.8175,5758.96816666667,5492.50694736841,5257.47100000001,3616.56600000001
M175T239,174.959207494239,239.3815,7507.60957142856,8851.88786274509,8869.52221276595,8847.07799999999
M175T733,174.970147962577,733.2915,1485.55858823529,6323.61109090907,6263.74873913045,4754.32753571429
M175T267,175.001114204807,267.4475,6634.48057142858,6260.59973913043,1873.19760869565,2159.33018181818
M175T67,175.001710062771,66.515,2833.18181578947,1657.94566666667,1841.74293333333,14694.0667142857
M175T432,175.024813444016,431.748,6489.26119047619,6561.54742857142,6831.87059259259,7463.34128571429
M175T820,175.024792415913,819.693,11661.957,14848.9713428571,17911.1197222222,19388.3361290323
M175T875,175.024261457164,875.087,4879.9509,5658.81654545454,7575.99884210527,6191.07888888892
M175T364,175.026613318937,363.622,12104.8393636364,9820.42052173912,9059.72721739129,9990.65269565218
M175T752,175.03736293301,752.441,1617520.85314286,1716744.28799999,1726122.43263636,1789472.67465218
M175T635,175.047037171216,634.6925,354830.703652173,371846.597666667,354180.15235,397536.557157896
M175T1337,175.097274370998,1337.36,226.320000000018,922.860000000005,946.12444444442,1095.65999999997
M175T1357,175.097363618165,1356.64,1058.19999999999,922.862222222243,662.580000000035,717.307000000025
M175T1305,175.097517225763,1305.25,536.580000000007,569.70000000001,571.843750000018,617.767500000025
M175T1373,175.09727145364,1373.33,579.093750000018,515.485714285718,500.924285714279,577.26000000001
M175T322,175.487934711805,321.629,269.416125,1420.39647058823,827.16830769231,1294.02
M176T782,175.946287634773,782.2725,5666.70463492063,6296.06756666666,6959.9736,5367.3591923077
M176T820,176.029100054806,819.812,560.898000000001,1222.208625,1767.0162631579,1454.87802941176
M176T753,176.039250258496,752.6445,74359.0278260871,81774.0923999997,83873.670238095,84967.5870952381
M176T322,176.039510146584,322.46,164446.463074074,515072.990250001,520410.605478261,487244.5896
M176T635,176.049953936847,634.8905,16509.825375,16343.1781578948,16501.445,19101.0531999999
M177T1170,176.894922340198,1169.735,15460.510909091,14465.8079999996,14219.6939999995,12388.1199999996
M177T783,176.943546288235,782.683,1882.816,2180.43355555553,2192.55059999999,7623.66499999998
M177T841,176.956739620801,840.8135,7547.60264000002,6316.97791304347,6636.36190476189,6106.20465
M177T266,176.960244122235,265.633,6618.26633333334,1649.61,1893.18505882353,814.910499999993
M177T610,176.983233180661,610.199,43649.351076923,49295.1548461537,48123.2951111111,51201.7944444444
M177T960,176.983342622727,959.9695,705.086764705894,1009.14925,1560.484125,1243.46954545455
M177T818,176.983203826773,817.842,21409.3254782609,15584.4996470588,14732.9899444445,4078.68818181817
M177T903,176.983616877639,902.717,8693.66786363635,6890.27815384614,5232.071,7113.89627586207
M177T752,177.039821535969,752.441,19359.3344,16364.2703636364,17045.9815217391,18040.1449565218
M177T700,177.040391780114,699.937,7095.40127999999,4143.38954545455,4425.91000000002,5210.35513043478
M177T322,177.041257933773,322.46,18606.7594642857,34926.9637500001,36087.3586666667,35182.75872
M177T635,177.051592774199,634.733,3977.24342857144,2719.8926,4404.40641666668,4113.42300000001
M177T72,177.091615236612,71.925,29676.3663030303,23101.3,24540.9137037037,24240.84
M178T386,177.957694497487,385.6525,994.962176470589,1301.67992307692,1279.77715384615,810.123583333333
M178T611,177.984288513446,610.5025,3767.98083333332,3490.54942708333,3826.09966666665,3169.939
M178T73,178.006347260568,73.0945,39765.5785185185,33128.89085,30748.7451904762,27575.1855555556
M178T676,178.017410077846,676.0535,5092.524,5914.8945,6487.17126315789,6236.43690322579
M178T322,178.034023403088,322.46,7295.98671999999,20435.5767272727,21133.4712857143,19736.2273333333
M178T753,178.043095117243,753.1845,2639.14742857143,1023.18154,899.640000000001,2187.173
M178T316,178.072697977684,316.269,12928.799,1327.23157894737,3128.93072727273,2397.9944
M178T369,178.087097529098,368.504,2324.052,2145.35,1788.72181818182,2127.28765714286
M178T1280,178.095315073695,1279.585,154.560000000012,99.18000000001,130.140000000019,135.180000000005
M178T74,178.461216514763,74.075,2202.40054545455,2103.93242857143,2273.98533333333,1809.53485714286
M178T700,178.494956954941,699.967,1467.882,1577.57027272728,1796.39008333334,1785.78540000001
M179T835,178.883710518988,835.2365,7436.70934782607,8675.37630434783,9472.15587999999,10912.4664090909
M179T75,179.021503292454,75.1895,857220.745181818,654929.571214286,611406.4632,611608.304985507
M179T434,179.019558364715,433.8875,45274.302857143,950.16,45352.8807142859,817.979874999999
M179T477,179.045765811083,476.621,18253.6066666667,28245.2568749999,42370.0777878788,40791.2604210526
M179T431,179.046024470148,431.213,55216.9836557377,47405.9731428571,47646.734142857,46690.0971428572
M179T700,179.056509338537,700.069,415450.413090909,497187.325227271,535916.21000000206,546865.429227272
M179T527,179.055528423182,527.445,20798.5732972973,19889.4116571428,20539.123368421,21167.0497777778
M179T651,179.056171158395,651.38,3642.53556521739,3586.17350000001,3241.48471428571,4136.11488888889
M179T1307,179.070957417096,1307.085,911.886000000032,1104.38333333332,900.360000000019,1346.72678571433
M179T1344,179.071030104804,1344.22,692.692000000005,1308.37142857141,1295.35999999999,1671.78942857141
M179T1368,179.071033235629,1368.43,1551.09090909091,863.421052631544,874.550769230772,1697.54444444445
M179T1277,179.071049738415,1277.37,1123.91999999998,1250.72592592595,1247.04,1007.62708333332
M179T1262,179.07118325114,1262.035,908.95199999997,1082.70416666666,927.577999999981,1525.36621621624
M179T57,179.070927879485,56.962,11472.3093636364,9785.86456521739,11672.8003636364,8852.59443478261
M179T27,179.071256292659,26.653,1055.0928,1881.97407407407,1197.21311111111,1068.52566666667
M179T215,179.093265757616,214.8525,8423.804,8837.08367567567,9015.03891891892,9496.48522222222
M180T82_1,179.502889499789,82.433,16576.9506,20180.0322777778,15720.3301,14705.4715555556
M180T835,179.8840375729,834.549,989.260421052632,1190.78633333334,1375.96865853659,1108.63941666666
M180T209,179.957796681358,208.587,6453.71354545454,3737.9747826087,3748.487375,7147.1284375
M180T384,179.979616473045,383.676,17289.72,1199.51236363636,1055.217,1107.17382352941
M180T1094,179.983152588835,1093.625,124.96799999999,947.52037037038,866.098399999983,326.457999999996
M180T68,180.003311743485,67.7465,8104.2495625,38187.4875,36970.89,3054.83628571429
M180T74,180.023205299201,74.11,44176.6572,34002.7399090909,33355.982,32745.8075
M180T1338,180.030487774881,1338.355,1013.98928571427,1342.79166666667,1400.52315789476,1247.9882352941
M180T1373,180.03043567713,1373.03,1605.1478260869,1610.19590909092,2383.38928571423,1328.08777777777
M180T1299,180.030339009519,1299.37,2465.44058823532,3215.52000000005,1829.28947368417,1981.49230769232
M180T1271,180.030540247181,1270.97,2449.82470588238,2458.07999999996,4553.37696969703,384.120000000015
M180T390,180.028526393383,390.4605,20651.271826087,24811.8690909091,24096.7406086956,23546.0632727273
M180T19,180.030865887861,18.764,1276.5006,3813.93147540984,2621.380725,2605.61874285714
M180T477,180.049538063746,476.621,1462.55226666667,2701.3,2513.30314285714,2344.70361111111
M180T431,180.049145605007,431.213,4264.9425,4275.00374999999,4393.58999999998,4395.39257142858
M180T700,180.058973858111,700.069,26881.0666666666,33965.7571764705,31837.834875,32018.9552307691
M180T1369,180.065921389367,1368.78,1876.38171428568,1472.78333333337,1416.146,1651.97037037041
M180T368,180.066159561007,368.284,17144.1717272727,14048.0637272727,15632.6119714286,13321.3435454545
M180T82_2,180.067675970351,82.433,6825322.78232,5910705.01125,6199882.99241667,6701053.43672
M180T522,180.066270675098,522.033,16533.4408064516,18306.0623448276,19680.822,20079.5581290323
M180T1340,180.066334891125,1339.68,1367.92173913045,1386.27153846156,1819.27451612901,1547.05384615386
M180T103,180.067461596357,102.822,2327284.34294118,2215426.75033333,2336974.42577778,2173820.87752941
M180T1297,180.066354416534,1296.895,1477.94307692308,863.948000000012,1095.15000000002,1154.88000000004
M180T1270,180.066349168102,1270.43,1970.14764705884,3425.36943396228,2632.86000000006,2748.59999999997
M180T1377,180.066200759358,1377.35,719.099999999975,812.638666666678,1166.93999999997,887.759999999964
M180T486,180.468215328075,485.524,1126.1465625,1226.564625,1659.77419047619,1560.3615
M181T81,180.504560604211,81.4565,642.793599999999,1885,2024.51725,2538.5745
M181T834,180.906116139499,833.816,744.455777777781,885.634300000005,1129.44883333334,1102.139
M181T610_1,180.95497295854,609.6745,2688.87992592593,2723.9695,55083.0220000001,43237.8690344828
M181T634,180.990873512957,633.6275,152030.494896552,195352.385767442,204018.000363636,218340.925162791
M181T349,180.99983941003,349.1205,6375.95505454546,5650.85872340425,6404.07,2093.22734482759
M181T1287,180.988774588304,1287.05,1178.3790476191,1172.93333333339,1114.30428571428,1181.71434782606
M181T1248,180.989382108351,1247.5,207.900000000021,899.11250000004,1508.01,932.131250000051
M181T610_2,181.009274353287,610.199,23502.74184,27522.45228,27385.50064,27621.152
M181T118,181.017286122208,117.891,13782.2449655172,71251.9617857143,73839.2170322581,72348.0675
M181T435,181.014471476635,434.513,2022.86140909091,2586.06417391304,2285.1208125,20551.7888571429
M181T74,181.025643111729,74.294,8886.52125,7137.45385714286,6115.4291875,5471.78354545455
M181T619,181.027740759233,618.5165,1149.148,1659.5,1193.20727272728,1642.0758
M181T391,181.031478547105,390.686,1772.523,2067.4544,3113.16342857143,4206.90072727273
M181T486,181.036834955787,486.29,282923.419130435,332804.816782609,383159.68925,334581.939608696
M181T432,181.036284435404,432.373,18413.2916842105,15907.9128571428,16693.1605555556,19849.7587499999
M181T700,181.060120558044,700.299,5472.20200000002,6403.90694117645,7336.89847058821,6808.70016666667
M181T368,181.069635953909,367.9215,2189.0540869565302,1664.85225974026,1361.2845,1597.6575
M181T82,181.069328445604,82.433,502887.22425,497832.065217391,488678.752173913,523752.009
M181T103,181.069426628392,103.1775,194970.291833333,192168.992333333,191949.432888889,179231.737277778
M181T518,181.070889013844,517.8175,5362.81855555556,5121.51476000001,4944.29944827585,5115.82603703704
M181T58,181.474536840161,57.985,26667.9507096774,27136.3473333333,22220.7531428571,29922.5969375
M182T786,181.98544793133,785.8275,13809.1961612903,14252.6688387097,16513.964,15910.8565333333
M182T697,181.985939422068,696.8695,13997.718388889,21927.575173913,23567.502,19316.9759999999
M182T49,181.991022310756,49.236,2356.47533333333,2962.53217241379,2605.958,2522.2811875
M182T634,181.993436466258,633.6275,7540.17460869567,9552.48875000002,9564.28982608693,10580.3977142857
M182T682,182.012533984061,682.4035,47240.516125,48795.2745000001,56745.252,52354.1780689655
M182T498,182.031554138864,498.3045,53691.6104347827,68619.8164736843,74201.7112777777,80541.52008
M182T433,182.031700019577,433.3525,96412.5006428573,96928.4592000001,95891.414,95389.3777954545
M182T574,182.031671025454,573.589,6174.41416666669,5075.17962068966,6292.90489285714,6182.39411111114
M182T93,182.04568890155,92.8235,265180.531857143,334922.648941177,325265.794285714,335920.053333333
M182T734,182.043622273636,734.225,10090.9161,2192.74666666667,2378.63741666666,2040.53966666666
M182T58,182.046652973705,57.8705,9943326.04094118,10560414.4395455,10573564.1528636,10256150.0716818
M182T861,182.058231084923,860.5895,2896.16503703703,4349.65563157895,5057.12844827586,4161.08708571428
M182T82,182.071348686932,82.433,45857.3275217391,46472.2368,44067.587,45889.013875
M182T104,182.071623333697,103.7645,24526.6627894737,17366.6106666667,18435.7075,18906.2130526316
M182T55,182.479147067563,55.223,3462.27685714286,3757.44518181818,2932.64,3606.36227272727
M183T633,182.994216529296,632.8555,2780.9742857143,2999.73857142858,2078.74387500001,2512.51687500001
M183T42,183.00408783731,41.7665,36359.2509090909,35770.6778333333,33158.2840909091,37628.7202173913
M183T423,183.01570436344701,423.4185,3831.67000000001,4814.05600000004,4699.59833333335,4883.478
M183T498,183.034535071109,498.3405,4232.79,4940.42185000001,4994.90852173913,5157.18645833334
M183T433,183.034333024868,432.8175,6829.49085,7512.23284210526,7537.1467936508,7187.94
M183T793,183.029495996935,793.2135,1706.47265217392,2988.3979047619,5707.30830000002,5833.79473684213
M183T58,183.049124725835,57.8705,834694.6171875,801408.413166667,828218.2814375,778314.9950625
M183T65,183.07716695738,65.4795,21654.205125,17617.6074285714,19080.3964444444,17512.8866086956
M183T1334,183.102253544462,1333.77,1481.52642857141,260.819999999935,1199.33999999998,1564.03187499999
M183T1367,183.102069186108,1366.53,2593.03958333334,1764.44545454547,2134.24761904761,1199.16956521735
M183T1308,183.102456410447,1308.025,795.035555555549,1779.65999999996,1898.76888888893,801.844705882343
M183T62,183.104026671923,61.677,14206.7912380952,27439.2073333333,15821.594,32535.9152222222
M183T1360,183.138710864378,1359.985,2084.40718749997,1567.81624999999,1061.06000000005,1579.36749999997
M183T1278,183.138742151759,1278.035,1248.35700000004,1975.65740740741,1437.84000000005,1518.91500000004
M183T1325,183.138736486866,1324.96,1668.49074074077,2078.55750000001,326.340000000033,1058.03999999993
M183T1304,183.138883514537,1304,1532.28749999997,296.613333333304,1920.95999999999,2012.36129032254
M184T853,184.001325922784,853.093,179604.33,236152.001037037,247784.129185185,274021.680827586
M184T193,183.999612493429,193.257,3272.12923076923,51924.4821034482,53955.6892857143,55099.98928
M184T683,184.00863526157,683.022,2955.9036,1157.42594117647,4402.84044444444,2952.82460714285
M184T433,184.035834859544,433.475,845.126999999998,834.600000000001,888.0066,1142.11396551724
M184T98,184.035562821166,98.303,18629.7165,40741.6041666667,41724.4442083333,38651.1898
M184T536,184.037463616056,535.682,971.029928571426,669.637571428572,974.525411764706,907.694846153846
M184T58,184.04994444104,57.8705,96709.7406,91421.3225333333,87516.4173333333,86291.7052666667
M184T901,184.052860419876,900.546,1135.18489473684,1175.35152631579,39871.1364374998,842.956799999996
M185T1308,184.984039648196,1307.84,2584.74457831327,995.289655172421,606.526315789483,1129.05363636364
M185T1344,184.983722273168,1344.29,792.430000000023,773.9260869565,849.942916666652,619.762222222221
M185T35,184.983673820343,35.224,4803.215625,5297.379975,12811.091027027,11190.1494473684
M185T853,185.004582904917,853.093,6705.47999999999,9601.31081481484,9543.47087999996,11301.8508666666
M185T53,185.027383871899,52.6305,14129.4116,16152.3413636364,14968.5185454545,15542.9259090909
M185T398,185.042276564768,397.895,5837.60604761905,5316.50571428571,4862.113,4366.45628571429
M185T1324,185.044682298751,1324.15,419.785882352962,155.100000000051,93.4200000000095,168.175000000011
M185T58,185.053704876479,57.8705,8461.19730769231,8947.52999999999,6289.1505,7215.24833333333
M185T147,185.067724734549,146.89,171475.308633333,343577.338372881,181116.108428571,146166.705923077
M185T129,185.06733885821,128.61,192401.736,175528.411730769,210631.161333333,167330.70624
M185T1369,185.081673816089,1368.75,511.393846153874,876.132173913061,680.620499999988,2472.52777777778
M185T1328,185.081571415773,1328.205,907.087999999991,1136.5234375,1205.28486486487,1315.67578947367
M185T1281,185.081728578922,1281.32,503.331250000016,1946.74285714278,2018.34000000004,814.230000000024
M185T85,185.129230440943,85.049,4494.1488125,3742.96,4250.705,3670.612375
M185T60,185.154568480414,60.082,88020.4418085106,102690.237333333,107495.819084746,93248.3493846154
M186T853,186.005669111041,852.923,3420.42,3672.6511111111,4673.72565853659,5116.95352941176
M186T269,186.005039527922,268.5325,906.477857142856,1339.30492857143,746.187,1110.387
M186T683,186.038428840116,682.938,6999.19165217391,7289.08491428572,2831.73333333333,7636.7581495327
M186T383_1,186.045279617353,382.5755,95468.7425714285,101627.652695652,103406.084055556,103046.968263158
M186T71,186.040922124126,71.4495,5339.58393103448,5728.03746666667,4935.3014117647,2921.24373333333
M186T124,186.051506769142,124.1715,149863.966132075,62913.5252352941,71048.1160227273,109315.447068493
M186T1357,186.076859242812,1357.095,811.840952380939,520.073076923057,714.419999999968,726.021052631542
M186T1320,186.07687354953,1319.94,859.427142857131,818.333181818148,841.500000000032,846.36450000003
M186T1293,186.076958042715,1293.185,986.054399999988,1133.28333333337,973.799199999998,913.804800000002
M186T1257,186.157670606334,1256.53,416.661999999987,559.020769230752,545.363333333349,679.786249999976
M186T1347,186.157644852313,1347.02,1259.07599999999,1223.81999999997,1320.09814814812,1497.21838709675
M186T1310,186.157761120245,1309.65,240.685000000003,939.24222222222,773.623529411753,1610.82000000001
M186T1367,186.157819099806,1367.07,1357.5775862069,1177.96173913047,1030.06909090911,949.556842105227
M186T1331,186.157926395626,1331.28,869.017777777771,1458.44161290321,1482.16875,2163.5595744681
M186T1283,186.157464805158,1282.87,1219.9777777778,1503.48137931032,1518.35515151516,1927.68571428575
M186T383_2,186.454277110219,383.283,914.350666666666,1103.17,1066.30833333333,1157.195
M187T67,186.97339082592,66.634,75986.088,4373.444,3967.29915,4406.05529411765
M187T221,186.986701076538,220.845,6523.37222222222,8666.29285714286,8845.37242105262,8857.68
M187T781,187.000901767045,781.3895,5773.37904,6612.35300000001,7369.17475000002,7286.53630769233
M187T40,187.006586111194,39.896,16028.3215454545,10126.4007083333,10842.6152777778,18072.3015
M187T588,187.024131941902,587.584,6584.01545454546,4692.65791304349,3531.37885714285,4259.02511111112
M187T70_1,187.024261932695,69.8395,72202.2088421052,75312.1894285714,65167.7382244898,69861.5428571429
M187T661,187.024181251508,660.614,2668.42482758621,2843.981,3242.39014285715,2917.278
M187T383,187.042203238427,382.5755,384586.768695652,422457.1923,408263.601913044,430589.937375
M187T415,187.047363159057,415.063,1512.71823529412,1776.69317647059,2179.4542,1393.119
M187T545,187.072228010486,544.757,56623.7051999999,53914.67075,71317.5855,52063.5554285715
M187T1366,187.097050636688,1366.28,951.751874999952,458.984999999959,1952.31400000005,1630.62000000003
M187T1344,187.097009306086,1343.95,1718.47931034481,1285.90454545449,1027.31176470587,2317.31428571426
M187T1323,187.09700680764,1322.73,1128.50631578949,1716.45838709675,604.901999999982,875.51999999996406
M187T1269,187.097203223712,1268.55,1467.88928571426,787.215000000035,1467.62100000003,1366.42857142857
M187T1302,187.097318125091,1302.06,806.442000000005,806.039999999946,2116.11971428566,1515.35192307686
M187T1290,187.097011482718,1290.36,1801.08264705883,1028.64473684212,980.452631578974,2830.55157894737
M187T482,187.108484217651,482.1895,43191.5230833333,44410.96775,53187.1332,49530.088125
M187T620,187.108364645459,620.479,18344.68096,20312.90632,22105.6928399999,21721.10525
M187T70_2,187.133619043223,70.285,15663.4043428571,11672.4871428571,10331.2877346939,11051.2892
M187T303,187.445185032576,303.3175,1738.71878787879,1939.69298181818,1824.68075,1186.907
M187T696,187.466240664497,696.452,895.677499999999,1197.0618,1150.15227272726,916.690400000005
M188T420,188.009833337245,420.2235,3512.3994,3630.1707,3985.776,3355.00072727273
M188T397,188.016602914377,396.902,1699.0938,1026.86769230769,1644.9024,1847.12126086957
